id,ano_jogo,temporada,id_equipe,id_piloto,status_piloto,tipo_carreira
518,2020,3,39,77,1,PILOTO
519,2020,3,39,88,2,PILOTO
520,2020,3,40,90,1,PILOTO
521,2020,3,40,71,2,PILOTO
522,2020,4,31,91,1,PILOTO
523,2020,4,31,72,2,PILOTO
524,2020,4,32,92,1,PILOTO
525,2020,4,32,74,2,PILOTO
526,2020,4,33,75,1,PILOTO
527,2020,4,33,76,2,PILOTO
528,2020,4,34,94,1,PILOTO
529,2020,4,34,78,2,PILOTO
530,2020,4,35,79,1,PILOTO
531,2020,4,35,80,2,PILOTO
532,2020,4,36,81,1,PILOTO
533,2020,4,36,82,2,PILOTO
534,2020,4,37,83,1,PILOTO
535,2020,4,37,84,2,PILOTO
536,2020,4,38,85,1,PILOTO
537,2020,4,38,93,2,PILOTO
538,2020,4,39,77,1,PILOTO
539,2020,4,39,88,2,PILOTO
540,2020,4,40,90,1,PILOTO
541,2020,4,40,71,2,PILOTO
542,2020,5,31,91,1,PILOTO
543,2020,5,31,72,2,PILOTO
544,2020,5,32,92,1,PILOTO
545,2020,5,32,74,2,PILOTO
546,2020,5,33,75,1,PILOTO
547,2020,5,33,76,2,PILOTO
548,2020,5,34,94,1,PILOTO
549,2020,5,34,78,2,PILOTO
550,2020,5,35,79,1,PILOTO
551,2020,5,35,80,2,PILOTO
552,2020,5,36,81,1,PILOTO
553,2020,5,36,82,2,PILOTO
554,2020,5,37,83,1,PILOTO
555,2020,5,37,84,2,PILOTO
556,2020,5,38,85,1,PILOTO
557,2020,5,38,93,2,PILOTO
558,2020,5,39,77,1,PILOTO
559,2020,5,39,88,2,PILOTO
560,2020,5,40,90,1,PILOTO
561,2020,5,40,71,2,PILOTO
562,2020,6,31,91,1,PILOTO
563,2020,6,31,72,2,PILOTO
564,2020,6,32,92,1,PILOTO
565,2020,6,32,74,2,PILOTO
566,2020,6,33,75,1,PILOTO
567,2020,6,33,76,2,PILOTO
568,2020,6,34,94,1,PILOTO
569,2020,6,34,78,2,PILOTO
570,2020,6,35,79,1,PILOTO
571,2020,6,35,80,2,PILOTO
572,2020,6,36,81,1,PILOTO
573,2020,6,36,82,2,PILOTO
574,2020,6,37,83,1,PILOTO
575,2020,6,37,84,2,PILOTO
576,2020,6,38,85,1,PILOTO
577,2020,6,38,93,2,PILOTO
578,2020,6,39,95,1,PILOTO
579,2020,6,39,88,2,PILOTO
580,2020,6,40,90,1,PILOTO
581,2020,6,40,71,2,PILOTO
582,2021,1,41,98,1,PILOTO
583,2021,1,41,99,2,PILOTO
584,2021,1,42,102,1,PILOTO
585,2021,1,42,103,2,PILOTO
586,2021,1,43,106,1,PILOTO
587,2021,1,43,109,2,PILOTO
588,2021,1,44,100,1,PILOTO
589,2021,1,44,105,2,PILOTO
590,2021,1,45,124,1,PILOTO
591,2021,1,45,107,2,PILOTO
592,2021,1,46,101,1,PILOTO
593,2021,1,46,108,2,PILOTO
594,2021,1,47,110,1,PILOTO
595,2021,1,47,123,2,PILOTO
596,2021,1,48,114,1,PILOTO
597,2021,1,48,115,2,PILOTO
2,2017,1,1,2,2,PILOTO
598,2021,1,49,112,1,PILOTO
599,2021,1,49,113,2,PILOTO
600,2021,1,50,117,1,PILOTO
601,2021,1,50,118,2,PILOTO
602,2022,1,51,125,1,PILOTO
603,2022,1,51,143,2,PILOTO
604,2022,1,52,128,1,PILOTO
605,2022,1,52,134,2,PILOTO
606,2022,1,53,148,1,PILOTO
607,2022,1,53,144,2,PILOTO
608,2022,1,54,129,1,PILOTO
609,2022,1,54,130,2,PILOTO
610,2022,1,55,127,1,PILOTO
611,2022,1,55,131,2,PILOTO
612,2022,1,56,149,1,PILOTO
613,2022,1,56,133,2,PILOTO
614,2022,1,57,136,1,PILOTO
615,2022,1,57,146,2,PILOTO
616,2022,1,58,126,1,PILOTO
617,2022,1,58,147,2,PILOTO
618,2022,1,59,135,1,PILOTO
619,2022,1,59,132,2,PILOTO
620,2022,1,60,145,1,PILOTO
621,2022,1,60,138,2,PILOTO
622,2022,2,51,125,1,PILOTO
623,2022,2,51,143,2,PILOTO
624,2022,2,52,128,1,PILOTO
625,2022,2,52,134,2,PILOTO
626,2022,2,53,148,1,PILOTO
627,2022,2,53,147,2,PILOTO
628,2022,2,54,129,1,PILOTO
629,2022,2,54,130,2,PILOTO
630,2022,2,55,127,1,PILOTO
631,2022,2,55,131,2,PILOTO
632,2022,2,56,144,1,PILOTO
633,2022,2,56,133,2,PILOTO
634,2022,2,57,136,1,PILOTO
635,2022,2,57,146,2,PILOTO
3,2017,1,2,3,1,PILOTO
636,2022,2,58,126,1,PILOTO
637,2022,2,58,142,2,PILOTO
638,2022,2,59,135,1,PILOTO
639,2022,2,59,132,2,PILOTO
640,2022,2,60,145,1,PILOTO
641,2022,2,60,138,2,PILOTO
642,2022,3,51,125,1,PILOTO
643,2022,3,51,144,2,PILOTO
644,2022,3,52,128,1,PILOTO
645,2022,3,52,134,2,PILOTO
646,2022,3,53,148,1,PILOTO
647,2022,3,53,150,2,PILOTO
648,2022,3,54,129,1,PILOTO
649,2022,3,54,130,2,PILOTO
650,2022,3,55,127,1,PILOTO
651,2022,3,55,131,2,PILOTO
652,2022,3,56,143,1,PILOTO
653,2022,3,56,133,2,PILOTO
654,2022,3,57,136,1,PILOTO
655,2022,3,57,146,2,PILOTO
656,2022,3,58,126,1,PILOTO
657,2022,3,58,142,2,PILOTO
658,2022,3,59,135,1,PILOTO
659,2022,3,59,147,2,PILOTO
660,2022,3,60,145,1,PILOTO
661,2022,3,60,138,2,PILOTO
662,2022,4,51,129,1,PILOTO
663,2022,4,51,144,2,PILOTO
664,2022,4,52,128,1,PILOTO
665,2022,4,52,134,2,PILOTO
666,2022,4,53,148,1,PILOTO
667,2022,4,53,150,2,PILOTO
668,2022,4,54,145,1,PILOTO
669,2022,4,54,130,2,PILOTO
670,2022,4,55,127,1,PILOTO
671,2022,4,55,131,2,PILOTO
672,2022,4,56,143,1,PILOTO
673,2022,4,56,133,2,PILOTO
674,2022,4,57,136,1,PILOTO
675,2022,4,57,146,2,PILOTO
676,2022,4,58,151,1,PILOTO
677,2022,4,58,142,2,PILOTO
678,2022,4,59,135,1,PILOTO
679,2022,4,59,147,2,PILOTO
680,2022,4,60,126,1,PILOTO
681,2022,4,60,138,2,PILOTO
682,2022,5,51,129,1,PILOTO
683,2022,5,51,144,2,PILOTO
684,2022,5,52,128,1,PILOTO
685,2022,5,52,134,2,PILOTO
686,2022,5,53,148,1,PILOTO
687,2022,5,53,152,2,PILOTO
688,2022,5,54,145,1,PILOTO
689,2022,5,54,131,2,PILOTO
690,2022,5,55,126,1,PILOTO
691,2022,5,55,153,2,PILOTO
692,2022,5,56,143,1,PILOTO
693,2022,5,56,133,2,PILOTO
694,2022,5,57,136,1,PILOTO
695,2022,5,57,146,2,PILOTO
696,2022,5,58,151,1,PILOTO
697,2022,5,58,142,2,PILOTO
698,2022,5,59,135,1,PILOTO
699,2022,5,59,147,2,PILOTO
700,2022,5,60,150,1,PILOTO
701,2022,5,60,138,2,PILOTO
702,2023,1,61,154,1,PILOTO
703,2023,1,61,155,2,PILOTO
704,2023,1,62,156,1,PILOTO
705,2023,1,62,157,2,PILOTO
706,2023,1,63,158,1,PILOTO
707,2023,1,63,159,2,PILOTO
708,2023,1,64,160,1,PILOTO
709,2023,1,64,161,2,PILOTO
710,2023,1,65,162,1,PILOTO
711,2023,1,65,163,2,PILOTO
712,2023,1,66,164,1,PILOTO
713,2023,1,66,165,2,PILOTO
714,2023,1,67,166,1,PILOTO
715,2023,1,67,167,2,PILOTO
716,2023,1,68,168,1,PILOTO
717,2023,1,68,169,2,PILOTO
718,2023,1,69,170,1,PILOTO
4,2017,1,2,4,2,PILOTO
719,2023,1,69,171,2,PILOTO
720,2023,1,70,172,1,PILOTO
721,2023,1,70,176,2,PILOTO
722,2023,2,61,154,1,PILOTO
723,2023,2,61,155,2,PILOTO
724,2023,2,62,156,1,PILOTO
725,2023,2,62,157,2,PILOTO
726,2023,2,63,158,1,PILOTO
727,2023,2,63,159,2,PILOTO
728,2023,2,64,160,1,PILOTO
729,2023,2,64,161,2,PILOTO
730,2023,2,65,162,1,PILOTO
731,2023,2,65,163,2,PILOTO
732,2023,2,66,164,1,PILOTO
733,2023,2,66,165,2,PILOTO
734,2023,2,67,167,1,PILOTO
735,2023,2,67,176,2,PILOTO
736,2023,2,68,168,1,PILOTO
737,2023,2,68,172,2,PILOTO
738,2023,2,69,170,1,PILOTO
739,2023,2,69,171,2,PILOTO
740,2023,2,70,173,1,PILOTO
741,2023,2,70,177,2,PILOTO
742,2023,3,61,154,1,PILOTO
743,2023,3,61,155,2,PILOTO
744,2023,3,62,156,1,PILOTO
745,2023,3,62,157,2,PILOTO
746,2023,3,63,158,1,PILOTO
747,2023,3,63,159,2,PILOTO
748,2023,3,64,160,1,PILOTO
749,2023,3,64,161,2,PILOTO
750,2023,3,65,162,1,PILOTO
751,2023,3,65,163,2,PILOTO
752,2023,3,66,164,1,PILOTO
753,2023,3,66,165,2,PILOTO
754,2023,3,67,167,1,PILOTO
755,2023,3,67,176,2,PILOTO
756,2023,3,68,168,1,PILOTO
757,2023,3,68,172,2,PILOTO
758,2023,3,69,170,1,PILOTO
759,2023,3,69,171,2,PILOTO
760,2023,3,70,173,1,PILOTO
761,2023,3,70,177,2,PILOTO
762,2023,4,61,154,1,PILOTO
763,2023,4,61,155,2,PILOTO
764,2023,4,62,156,1,PILOTO
765,2023,4,62,157,2,PILOTO
766,2023,4,63,162,1,PILOTO
767,2023,4,63,159,2,PILOTO
768,2023,4,64,160,1,PILOTO
769,2023,4,64,161,2,PILOTO
770,2023,4,65,178,1,PILOTO
771,2023,4,65,163,2,PILOTO
772,2023,4,66,164,1,PILOTO
773,2023,4,66,165,2,PILOTO
774,2023,4,67,167,1,PILOTO
775,2023,4,67,176,2,PILOTO
776,2023,4,68,168,1,PILOTO
777,2023,4,68,172,2,PILOTO
778,2023,4,69,170,1,PILOTO
779,2023,4,69,171,2,PILOTO
780,2023,4,70,173,1,PILOTO
781,2023,4,70,177,2,PILOTO
782,2023,5,61,154,1,PILOTO
783,2023,5,61,155,2,PILOTO
784,2023,5,62,156,1,PILOTO
785,2023,5,62,157,2,PILOTO
786,2023,5,63,162,1,PILOTO
787,2023,5,63,159,2,PILOTO
788,2023,5,64,160,1,PILOTO
789,2023,5,64,161,2,PILOTO
790,2023,5,65,178,1,PILOTO
791,2023,5,65,163,2,PILOTO
792,2023,5,66,164,1,PILOTO
793,2023,5,66,165,2,PILOTO
794,2023,5,67,167,1,PILOTO
795,2023,5,67,176,2,PILOTO
796,2023,5,68,168,1,PILOTO
797,2023,5,68,172,2,PILOTO
798,2023,5,69,170,1,PILOTO
799,2023,5,69,171,2,PILOTO
800,2023,5,70,173,1,PILOTO
801,2023,5,70,177,2,PILOTO
5,2017,1,3,5,1,PILOTO
802,2023,6,61,154,1,PILOTO
803,2023,6,61,155,2,PILOTO
804,2023,6,62,156,1,PILOTO
805,2023,6,62,163,2,PILOTO
806,2023,6,63,162,1,PILOTO
807,2023,6,63,159,2,PILOTO
808,2023,6,64,160,1,PILOTO
809,2023,6,64,161,2,PILOTO
810,2023,6,65,178,1,PILOTO
811,2023,6,65,171,2,PILOTO
812,2023,6,66,180,1,PILOTO
813,2023,6,66,165,2,PILOTO
814,2023,6,67,167,1,PILOTO
815,2023,6,67,176,2,PILOTO
816,2023,6,68,168,1,PILOTO
817,2023,6,68,181,2,PILOTO
818,2023,6,69,170,1,PILOTO
819,2023,6,69,172,2,PILOTO
820,2023,6,70,173,1,PILOTO
821,2023,6,70,177,2,PILOTO
822,2023,7,61,176,1,PILOTO
823,2023,7,61,159,2,PILOTO
824,2023,7,62,156,1,PILOTO
825,2023,7,62,163,2,PILOTO
826,2023,7,63,162,1,PILOTO
827,2023,7,63,180,2,PILOTO
828,2023,7,64,160,1,PILOTO
829,2023,7,64,161,2,PILOTO
830,2023,7,65,178,1,PILOTO
831,2023,7,65,171,2,PILOTO
832,2023,7,66,181,1,PILOTO
833,2023,7,66,165,2,PILOTO
834,2023,7,67,167,1,PILOTO
835,2023,7,67,172,2,PILOTO
836,2023,7,68,168,1,PILOTO
837,2023,7,68,183,2,PILOTO
838,2023,7,69,170,1,PILOTO
839,2023,7,69,179,2,PILOTO
840,2023,7,70,173,1,PILOTO
841,2023,7,70,177,2,PILOTO
842,2023,8,61,176,1,PILOTO
843,2023,8,61,180,2,PILOTO
844,2023,8,62,156,1,PILOTO
845,2023,8,62,163,2,PILOTO
846,2023,8,63,162,1,PILOTO
847,2023,8,63,172,2,PILOTO
848,2023,8,64,160,1,PILOTO
849,2023,8,64,179,2,PILOTO
850,2023,8,65,178,1,PILOTO
851,2023,8,65,171,2,PILOTO
852,2023,8,66,185,1,PILOTO
853,2023,8,66,165,2,PILOTO
854,2023,8,67,167,1,PILOTO
855,2023,8,67,181,2,PILOTO
856,2023,8,68,168,1,PILOTO
857,2023,8,68,183,2,PILOTO
858,2023,8,69,170,1,PILOTO
859,2023,8,69,182,2,PILOTO
860,2023,8,70,173,1,PILOTO
861,2023,8,70,177,2,PILOTO
862,2024,1,81,186,1,PILOTO
863,2024,1,81,187,2,PILOTO
864,2024,1,82,188,1,PILOTO
865,2024,1,82,189,2,PILOTO
866,2024,1,83,190,1,PILOTO
867,2024,1,83,191,2,PILOTO
868,2024,1,84,192,1,PILOTO
869,2024,1,84,193,2,PILOTO
870,2024,1,85,194,1,PILOTO
871,2024,1,85,195,2,PILOTO
872,2024,1,86,196,1,PILOTO
873,2024,1,86,206,2,PILOTO
874,2024,1,87,198,1,PILOTO
875,2024,1,87,199,2,PILOTO
876,2024,1,88,200,1,PILOTO
877,2024,1,88,201,2,PILOTO
878,2024,1,89,203,1,PILOTO
879,2024,1,89,202,2,PILOTO
880,2024,1,90,204,1,PILOTO
881,2024,1,90,205,2,PILOTO
882,2024,2,81,186,1,PILOTO
883,2024,2,81,194,2,PILOTO
884,2024,2,82,188,1,PILOTO
6,2017,1,3,6,2,PILOTO
885,2024,2,82,189,2,PILOTO
886,2024,2,83,190,1,PILOTO
887,2024,2,83,191,2,PILOTO
888,2024,2,84,192,1,PILOTO
889,2024,2,84,193,2,PILOTO
890,2024,2,85,187,1,PILOTO
891,2024,2,85,195,2,PILOTO
892,2024,2,86,196,1,PILOTO
893,2024,2,86,197,2,PILOTO
894,2024,2,87,198,1,PILOTO
895,2024,2,87,206,2,PILOTO
896,2024,2,88,199,1,PILOTO
897,2024,2,88,201,2,PILOTO
898,2024,2,89,203,1,PILOTO
899,2024,2,89,202,2,PILOTO
900,2024,2,90,204,1,PILOTO
901,2024,2,90,205,2,PILOTO
902,2024,3,81,186,1,PILOTO
903,2024,3,81,194,2,PILOTO
904,2024,3,82,188,1,PILOTO
905,2024,3,82,189,2,PILOTO
906,2024,3,83,190,1,PILOTO
907,2024,3,83,191,2,PILOTO
908,2024,3,84,192,1,PILOTO
909,2024,3,84,193,2,PILOTO
910,2024,3,85,187,1,PILOTO
911,2024,3,85,195,2,PILOTO
912,2024,3,86,196,1,PILOTO
913,2024,3,86,197,2,PILOTO
914,2024,3,87,198,1,PILOTO
915,2024,3,87,206,2,PILOTO
916,2024,3,88,199,1,PILOTO
917,2024,3,88,201,2,PILOTO
918,2024,3,89,208,1,PILOTO
919,2024,3,89,202,2,PILOTO
920,2024,3,90,204,1,PILOTO
921,2024,3,90,207,2,PILOTO
922,2024,4,81,186,1,PILOTO
923,2024,4,81,194,2,PILOTO
924,2024,4,82,188,1,PILOTO
925,2024,4,82,189,2,PILOTO
926,2024,4,83,190,1,PILOTO
927,2024,4,83,191,2,PILOTO
928,2024,4,84,209,1,PILOTO
929,2024,4,84,193,2,PILOTO
930,2024,4,85,187,1,PILOTO
931,2024,4,85,195,2,PILOTO
932,2024,4,86,196,1,PILOTO
933,2024,4,86,197,2,PILOTO
934,2024,4,87,192,1,PILOTO
935,2024,4,87,206,2,PILOTO
936,2024,4,88,199,1,PILOTO
937,2024,4,88,201,2,PILOTO
938,2024,4,89,208,1,PILOTO
939,2024,4,89,202,2,PILOTO
940,2024,4,90,204,1,PILOTO
941,2024,4,90,207,2,PILOTO
942,2024,5,81,186,1,PILOTO
943,2024,5,81,194,2,PILOTO
944,2024,5,82,188,1,PILOTO
945,2024,5,82,189,2,PILOTO
946,2024,5,83,206,1,PILOTO
947,2024,5,83,191,2,PILOTO
948,2024,5,84,209,1,PILOTO
949,2024,5,84,193,2,PILOTO
950,2024,5,85,190,1,PILOTO
951,2024,5,85,195,2,PILOTO
952,2024,5,86,196,1,PILOTO
953,2024,5,86,197,2,PILOTO
954,2024,5,87,192,1,PILOTO
955,2024,5,87,210,2,PILOTO
956,2024,5,88,199,1,PILOTO
957,2024,5,88,201,2,PILOTO
958,2024,5,89,208,1,PILOTO
959,2024,5,89,202,2,PILOTO
960,2024,5,90,204,1,PILOTO
961,2024,5,90,207,2,PILOTO
962,2024,6,81,186,1,PILOTO
963,2024,6,81,194,2,PILOTO
964,2024,6,82,188,1,PILOTO
965,2024,6,82,189,2,PILOTO
966,2024,6,83,206,1,PILOTO
967,2024,6,83,191,2,PILOTO
7,2017,1,4,7,1,PILOTO
968,2024,6,84,209,1,PILOTO
969,2024,6,84,193,2,PILOTO
970,2024,6,85,190,1,PILOTO
971,2024,6,85,195,2,PILOTO
972,2024,6,86,196,1,PILOTO
973,2024,6,86,197,2,PILOTO
974,2024,6,87,199,1,PILOTO
975,2024,6,87,210,2,PILOTO
976,2024,6,88,211,1,PILOTO
977,2024,6,88,201,2,PILOTO
978,2024,6,89,208,1,PILOTO
979,2024,6,89,202,2,PILOTO
980,2024,6,90,204,1,PILOTO
981,2024,6,90,207,2,PILOTO
982,2024,7,81,186,1,PILOTO
983,2024,7,81,194,2,PILOTO
984,2024,7,82,188,1,PILOTO
985,2024,7,82,189,2,PILOTO
986,2024,7,83,206,1,PILOTO
987,2024,7,83,204,2,PILOTO
988,2024,7,84,209,1,PILOTO
989,2024,7,84,193,2,PILOTO
990,2024,7,85,190,1,PILOTO
991,2024,7,85,195,2,PILOTO
992,2024,7,86,196,1,PILOTO
993,2024,7,86,197,2,PILOTO
994,2024,7,87,199,1,PILOTO
995,2024,7,87,210,2,PILOTO
996,2024,7,88,211,1,PILOTO
997,2024,7,88,201,2,PILOTO
998,2024,7,89,208,1,PILOTO
999,2024,7,89,202,2,PILOTO
1000,2024,7,90,205,1,PILOTO
1001,2024,7,90,212,2,PILOTO
1002,2024,8,81,186,1,PILOTO
1003,2024,8,81,194,2,PILOTO
1004,2024,8,82,188,1,PILOTO
1005,2024,8,82,206,2,PILOTO
1006,2024,8,83,189,1,PILOTO
1007,2024,8,83,204,2,PILOTO
1008,2024,8,84,209,1,PILOTO
1009,2024,8,84,193,2,PILOTO
1010,2024,8,85,190,1,PILOTO
1011,2024,8,85,195,2,PILOTO
1012,2024,8,86,196,1,PILOTO
1013,2024,8,86,197,2,PILOTO
1014,2024,8,87,199,1,PILOTO
1015,2024,8,87,210,2,PILOTO
1016,2024,8,88,211,1,PILOTO
1017,2024,8,88,201,2,PILOTO
1018,2024,8,89,208,1,PILOTO
1019,2024,8,89,214,2,PILOTO
1020,2024,8,90,205,1,PILOTO
1021,2024,8,90,212,2,PILOTO
1022,2024,9,81,186,1,PILOTO
1023,2024,9,81,194,2,PILOTO
1024,2024,9,82,188,1,PILOTO
1025,2024,9,82,206,2,PILOTO
1026,2024,9,83,202,1,PILOTO
1027,2024,9,83,204,2,PILOTO
1028,2024,9,84,209,1,PILOTO
1029,2024,9,84,193,2,PILOTO
1030,2024,9,85,190,1,PILOTO
1031,2024,9,85,195,2,PILOTO
1032,2024,9,86,196,1,PILOTO
1033,2024,9,86,197,2,PILOTO
1034,2024,9,87,199,1,PILOTO
1035,2024,9,87,210,2,PILOTO
1036,2024,9,88,211,1,PILOTO
1037,2024,9,88,201,2,PILOTO
1038,2024,9,89,208,1,PILOTO
1039,2024,9,89,214,2,PILOTO
1040,2024,9,90,205,1,PILOTO
1041,2024,9,90,212,2,PILOTO
1042,2025,1,92,223,1,PILOTO
1043,2025,1,92,224,2,PILOTO
1044,2025,1,93,217,1,PILOTO
1045,2025,1,93,218,2,PILOTO
1046,2025,1,94,215,1,PILOTO
1047,2025,1,94,216,2,PILOTO
1048,2025,1,95,219,1,PILOTO
1049,2025,1,95,220,2,PILOTO
1050,2025,1,96,227,1,PILOTO
8,2017,1,4,8,2,PILOTO
1051,2025,1,96,228,2,PILOTO
1052,2025,1,97,221,1,PILOTO
1053,2025,1,97,222,2,PILOTO
1054,2025,1,98,229,1,PILOTO
1055,2025,1,98,230,2,PILOTO
1056,2025,1,99,231,1,PILOTO
1057,2025,1,99,232,2,PILOTO
1058,2025,1,100,234,1,PILOTO
1059,2025,1,100,233,2,PILOTO
1060,2025,1,101,226,1,PILOTO
1061,2025,1,101,235,2,PILOTO
1062,2025,2,92,223,1,PILOTO
1063,2025,2,92,224,2,PILOTO
1064,2025,2,93,217,1,PILOTO
1065,2025,2,93,218,2,PILOTO
1066,2025,2,94,232,1,PILOTO
1067,2025,2,94,225,2,PILOTO
1068,2025,2,95,219,1,PILOTO
1069,2025,2,95,220,2,PILOTO
1070,2025,2,96,215,1,PILOTO
1071,2025,2,96,228,2,PILOTO
1072,2025,2,97,221,1,PILOTO
1073,2025,2,97,222,2,PILOTO
1074,2025,2,98,229,1,PILOTO
1075,2025,2,98,230,2,PILOTO
1076,2025,2,99,231,1,PILOTO
1077,2025,2,99,236,2,PILOTO
1078,2025,2,100,234,1,PILOTO
1079,2025,2,100,233,2,PILOTO
1080,2025,2,101,226,1,PILOTO
1081,2025,2,101,235,2,PILOTO
1082,2025,3,92,223,1,PILOTO
1083,2025,3,92,224,2,PILOTO
1084,2025,3,93,217,1,PILOTO
1085,2025,3,93,235,2,PILOTO
1086,2025,3,94,232,1,PILOTO
1087,2025,3,94,225,2,PILOTO
1088,2025,3,95,219,1,PILOTO
1089,2025,3,95,220,2,PILOTO
1090,2025,3,96,215,1,PILOTO
1091,2025,3,96,216,2,PILOTO
1092,2025,3,97,221,1,PILOTO
1093,2025,3,97,222,2,PILOTO
1094,2025,3,98,229,1,PILOTO
1095,2025,3,98,230,2,PILOTO
1096,2025,3,99,231,1,PILOTO
1097,2025,3,99,236,2,PILOTO
1098,2025,3,100,234,1,PILOTO
1099,2025,3,100,233,2,PILOTO
1100,2025,3,101,226,1,PILOTO
1101,2025,3,101,228,2,PILOTO
1102,2025,4,92,223,1,PILOTO
1103,2025,4,92,224,2,PILOTO
1104,2025,4,93,217,1,PILOTO
1105,2025,4,93,235,2,PILOTO
1106,2025,4,94,232,1,PILOTO
1107,2025,4,94,229,2,PILOTO
1108,2025,4,95,219,1,PILOTO
1109,2025,4,95,220,2,PILOTO
1110,2025,4,96,215,1,PILOTO
1111,2025,4,96,216,2,PILOTO
1112,2025,4,97,221,1,PILOTO
1113,2025,4,97,222,2,PILOTO
1114,2025,4,98,226,1,PILOTO
1115,2025,4,98,230,2,PILOTO
1116,2025,4,99,231,1,PILOTO
1117,2025,4,99,236,2,PILOTO
1118,2025,4,100,234,1,PILOTO
1119,2025,4,100,233,2,PILOTO
1120,2025,4,101,237,1,PILOTO
1121,2025,4,101,228,2,PILOTO
1122,2025,5,92,223,1,PILOTO
1123,2025,5,92,224,2,PILOTO
1124,2025,5,93,217,1,PILOTO
1125,2025,5,93,235,2,PILOTO
1126,2025,5,94,232,1,PILOTO
1127,2025,5,94,229,2,PILOTO
1128,2025,5,95,219,1,PILOTO
1129,2025,5,95,220,2,PILOTO
1130,2025,5,96,215,1,PILOTO
1131,2025,5,96,216,2,PILOTO
1132,2025,5,97,221,1,PILOTO
1133,2025,5,97,222,2,PILOTO
9,2017,1,5,9,1,PILOTO
1134,2025,5,98,226,1,PILOTO
1135,2025,5,98,230,2,PILOTO
1136,2025,5,99,231,1,PILOTO
1137,2025,5,99,236,2,PILOTO
1138,2025,5,100,234,1,PILOTO
1139,2025,5,100,233,2,PILOTO
1140,2025,5,101,237,1,PILOTO
1141,2025,5,101,228,2,PILOTO
1142,2025,6,92,223,1,PILOTO
1143,2025,6,92,224,2,PILOTO
1144,2025,6,93,217,1,PILOTO
1145,2025,6,93,235,2,PILOTO
1146,2025,6,94,232,1,PILOTO
1147,2025,6,94,229,2,PILOTO
1148,2025,6,95,219,1,PILOTO
1149,2025,6,95,220,2,PILOTO
1150,2025,6,96,215,1,PILOTO
1151,2025,6,96,216,2,PILOTO
1152,2025,6,97,221,1,PILOTO
1153,2025,6,97,222,2,PILOTO
1154,2025,6,98,226,1,PILOTO
1155,2025,6,98,230,2,PILOTO
1156,2025,6,99,231,1,PILOTO
1157,2025,6,99,238,2,PILOTO
1158,2025,6,100,236,1,PILOTO
1159,2025,6,100,233,2,PILOTO
1160,2025,6,101,237,1,PILOTO
1161,2025,6,101,228,2,PILOTO
11,2017,1,6,11,1,PILOTO
10,2017,1,5,10,2,PILOTO
12,2017,1,6,12,2,PILOTO
457,2019,10,27,53,1,PILOTO
456,2019,10,26,59,2,PILOTO
454,2019,10,25,48,2,PILOTO
453,2019,10,25,54,1,PILOTO
452,2019,10,24,64,2,PILOTO
451,2019,10,24,44,1,PILOTO
13,2017,1,7,13,1,PILOTO
14,2017,1,7,14,2,PILOTO
15,2017,1,8,15,1,PILOTO
16,2017,1,8,21,2,PILOTO
