Id_Classificacao,Id_Piloto,Ano_Jogo,Temporada,Pos_Prova1,Pos_Prova2,Pos_Prova3,Pos_Prova4,Pos_Prova5,Pos_Prova6,Pos_Prova7,Pos_Prova8,Pos_Prova9,Pos_Prova10,Pos_Prova11,Pos_Prova12,Pos_Prova13,Pos_Prova14,Pos_Prova15,Pos_Prova16,Pos_Prova17,Pos_Prova18,Pos_Prova19,Pos_Prova20,Total_Pontos,Pos_Prova21,Pos_Prova22,Pos_Prova23,Pos_Prova24,Pos_Prova25,Tipo_Carreira
60,134,2022,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,7,,,,,,,,,,,"Piloto"
61,135,2022,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,,,,,,,,,,,"Piloto"
62,136,2022,3,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,9,,,,,,,,,,,"Piloto"
63,137,2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
64,138,2022,3,0,0,11,0,0,0,0,0,0,13,0,0,0,0,0,10,,,,,,,,,,,"Piloto"
65,139,2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
66,140,2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
67,141,2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
68,142,2022,3,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,17,,,,,,,,,,,"Piloto"
69,143,2022,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,5,,,,,,,,,,,"Piloto"
70,144,2022,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,"Piloto"
71,145,2022,3,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,15,,,,,,,,,,,"Piloto"
72,146,2022,3,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,14,,,,,,,,,,,"Piloto"
73,147,2022,3,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
74,148,2022,3,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
75,149,2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
76,150,2022,3,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,12,,,,,,,,,,,"Piloto"
77,145,2022,4,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,11,,,,,,,,,,,"Piloto"
78,130,2022,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,5,,,,,,,,,,,"Piloto"
79,129,2022,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,,,,,,,,,,,"Piloto"
80,144,2022,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,"Piloto"
81,128,2022,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,,,,,,,,,,,"Piloto"
82,134,2022,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
83,143,2022,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,,,,,,,,,,,"Piloto"
84,133,2022,4,0,0,11,0,0,0,0,0,0,13,0,0,0,0,0,13,,,,,,,,,,,"Piloto"
85,135,2022,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,,,,,,,,,,,"Piloto"
86,147,2022,4,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,7,,,,,,,,,,,"Piloto"
87,126,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,,,,,,,,,"Piloto"
88,138,2022,4,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,10,,,,,,,,,,,"Piloto"
89,136,2022,4,0,0,13,0,0,0,0,0,0,9,0,0,0,0,0,14,,,,,,,,,,,"Piloto"
90,146,2022,4,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,12,,,,,,,,,,,"Piloto"
91,148,2022,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,"Piloto"
92,150,2022,4,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0,18,,,,,,,,,,,"Piloto"
117,154,2023,1,0,0,1,0,0,0,0,0,4,0,4,0,5,0,1,0,,,,,,,,,,,"Piloto"
118,155,2023,1,0,0,4,0,0,0,0,0,3,0,10,0,7,0,2,0,,,,,,,,,,,"Piloto"
119,156,2023,1,0,0,2,0,0,0,0,0,6,0,5,0,3,0,3,0,,,,,,,,,,,"Piloto"
120,157,2023,1,0,0,3,0,0,0,0,0,0,0,12,0,4,0,7,0,,,,,,,,,,,"Piloto"
121,158,2023,1,0,0,6,0,0,0,0,0,1,0,2,0,2,0,5,0,,,,,,,,,,,"Piloto"
122,159,2023,1,0,0,5,0,0,0,0,0,2,0,3,0,1,0,6,0,,,,,,,,,,,"Piloto"
123,160,2023,1,0,0,10,0,0,0,0,0,18,0,9,0,10,0,12,0,,,,,,,,,,,"Piloto"
124,161,2023,1,0,0,19,0,0,0,0,0,13,0,11,0,11,0,13,0,,,,,,,,,,,"Piloto"
125,162,2023,1,0,0,14,0,0,0,0,0,17,0,6,0,6,0,4,0,,,,,,,,,,,"Piloto"
126,163,2023,1,0,0,8,0,0,0,0,0,8,0,13,0,9,0,9,0,,,,,,,,,,,"Piloto"
127,164,2023,1,0,0,12,0,0,0,0,0,10,0,8,0,16,0,11,0,,,,,,,,,,,"Piloto"
128,165,2023,1,0,0,13,0,0,0,0,0,14,0,14,0,17,0,16,0,,,,,,,,,,,"Piloto"
129,166,2023,1,0,0,7,0,0,0,0,0,16,0,7,0,8,0,8,0,,,,,,,,,,,"Piloto"
130,167,2023,1,0,0,9,0,0,0,0,0,7,0,16,0,15,0,10,0,,,,,,,,,,,"Piloto"
131,168,2023,1,0,0,15,0,0,0,0,0,15,0,17,0,12,0,15,0,,,,,,,,,,,"Piloto"
132,169,2023,1,0,0,16,0,0,0,0,0,11,0,15,0,14,0,17,0,,,,,,,,,,,"Piloto"
133,170,2023,1,0,0,17,0,0,0,0,0,0,0,20,0,18,0,18,0,,,,,,,,,,,"Piloto"
134,171,2023,1,0,0,18,0,0,0,0,0,12,0,18,0,20,0,19,0,,,,,,,,,,,"Piloto"
135,172,2023,1,0,0,20,0,0,0,0,0,9,0,19,0,13,0,14,0,,,,,,,,,,,"Piloto"
136,176,2023,1,0,0,11,0,0,0,0,0,5,0,1,0,0,0,0,0,,,,,,,,,,,"Piloto"
93,127,2022,4,0,0,17,0,0,0,0,0,0,12,0,0,0,0,0,19,,,,,,,,,,,"Piloto"
94,131,2022,4,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,15,,,,,,,,,,,"Piloto"
95,151,2022,4,0,0,14,0,0,0,0,0,0,11,0,0,0,0,0,17,,,,,,,,,,,"Piloto"
96,142,2022,4,0,0,18,0,0,0,0,0,0,14,0,0,0,0,0,16,,,,,,,,,,,"Piloto"
97,128,2022,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
98,134,2022,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
99,129,2022,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
100,144,2022,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
101,135,2022,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
102,147,2022,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
103,145,2022,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
104,131,2022,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
105,143,2022,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
106,133,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
107,136,2022,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
108,146,2022,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
109,150,2022,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
110,138,2022,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
111,148,2022,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
112,152,2022,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
113,151,2022,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
114,142,2022,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
115,126,2022,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
116,153,2022,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
137,154,2023,2,0,0,20,0,0,0,0,0,4,0,3,0,9,0,0,0,,,,,,,,,,,"Piloto"
138,155,2023,2,0,0,2,0,0,0,0,0,9,0,19,0,5,0,4,0,,,,,,,,,,,"Piloto"
139,158,2023,2,0,0,8,0,0,0,0,0,0,0,6,0,7,0,5,0,,,,,,,,,,,"Piloto"
140,159,2023,2,0,0,4,0,0,0,0,0,6,0,4,0,3,0,3,0,,,,,,,,,,,"Piloto"
141,156,2023,2,0,0,1,0,0,0,0,0,8,0,5,0,1,0,2,0,,,,,,,,,,,"Piloto"
142,157,2023,2,0,0,5,0,0,0,0,0,3,0,8,0,2,0,8,0,,,,,,,,,,,"Piloto"
143,162,2023,2,0,0,3,0,0,0,0,0,2,0,2,0,4,0,6,0,,,,,,,,,,,"Piloto"
144,163,2023,2,0,0,7,0,0,0,0,0,10,0,9,0,13,0,17,0,,,,,,,,,,,"Piloto"
145,166,2023,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
146,176,2023,2,0,0,6,0,0,0,0,0,1,0,0,0,8,0,1,0,,,,,,,,,,,"Piloto"
147,173,2023,2,0,0,13,0,0,0,0,0,14,0,17,0,17,0,11,0,,,,,,,,,,,"Piloto"
148,177,2023,2,0,0,11,0,0,0,0,0,13,0,1,0,15,0,13,0,,,,,,,,,,,"Piloto"
149,160,2023,2,0,0,16,0,0,0,0,0,5,0,11,0,0,0,9,0,,,,,,,,,,,"Piloto"
150,161,2023,2,0,0,9,0,0,0,0,0,11,0,10,0,10,0,7,0,,,,,,,,,,,"Piloto"
151,164,2023,2,0,0,12,0,0,0,0,0,15,0,16,0,19,0,10,0,,,,,,,,,,,"Piloto"
152,165,2023,2,0,0,18,0,0,0,0,0,16,0,13,0,18,0,18,0,,,,,,,,,,,"Piloto"
153,168,2023,2,0,0,15,0,0,0,0,0,0,0,14,0,12,0,15,0,,,,,,,,,,,"Piloto"
154,172,2023,2,0,0,14,0,0,0,0,0,12,0,12,0,11,0,14,0,,,,,,,,,,,"Piloto"
155,170,2023,2,0,0,19,0,0,0,0,0,18,0,15,0,16,0,16,0,,,,,,,,,,,"Piloto"
156,171,2023,2,0,0,17,0,0,0,0,0,17,0,18,0,14,0,0,0,,,,,,,,,,,"Piloto"
157,167,2023,2,0,0,0,0,0,0,0,0,7,0,7,0,6,0,12,0,,,,,,,,,,,"Piloto"
158,158,2023,3,0,0,1,0,0,0,0,0,11,0,3,0,4,0,5,0,,,,,,,,,,,"Piloto"
159,159,2023,3,0,0,4,0,0,0,0,0,3,0,14,0,6,0,8,0,,,,,,,,,,,"Piloto"
160,156,2023,3,0,0,7,0,0,0,0,0,5,0,9,0,0,0,6,0,,,,,,,,,,,"Piloto"
161,157,2023,3,0,0,2,0,0,0,0,0,4,0,15,0,5,0,0,0,,,,,,,,,,,"Piloto"
162,167,2023,3,0,0,6,0,0,0,0,0,2,0,5,0,1,0,1,0,,,,,,,,,,,"Piloto"
163,176,2023,3,0,0,5,0,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,"Piloto"
164,154,2023,3,0,0,10,0,0,0,0,0,16,0,4,0,10,0,11,0,,,,,,,,,,,"Piloto"
529,220,2025,4,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,6,,,,,,,,,,,"Piloto"
530,226,2025,4,0,0,17,0,0,0,0,0,0,13,0,0,0,11,0,17,,,,,,,,,,,"Piloto"
531,230,2025,4,0,0,10,0,0,0,0,0,0,8,0,0,0,12,0,12,,,,,,,,,,,"Piloto"
532,237,2025,4,0,0,16,0,0,0,0,0,0,18,0,0,0,0,0,15,,,,,,,,,,,"Piloto"
533,228,2025,4,0,0,11,0,0,0,0,0,0,15,0,0,0,15,0,18,,,,,,,,,,,"Piloto"
534,232,2025,4,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,9,,,,,,,,,,,"Piloto"
535,229,2025,4,0,0,0,0,0,0,0,0,0,11,0,0,0,18,0,10,,,,,,,,,,,"Piloto"
536,221,2025,4,0,0,15,0,0,0,0,0,0,12,0,0,0,4,0,11,,,,,,,,,,,"Piloto"
537,222,2025,4,0,0,12,0,0,0,0,0,0,17,0,0,0,10,0,13,,,,,,,,,,,"Piloto"
538,231,2025,4,0,0,14,0,0,0,0,0,0,19,0,0,0,17,0,14,,,,,,,,,,,"Piloto"
539,236,2025,4,0,0,13,0,0,0,0,0,0,16,0,0,0,16,0,16,,,,,,,,,,,"Piloto"
540,217,2025,5,0,0,15,0,0,0,0,0,0,2,0,0,0,16,0,0,,,,,,,,,,,"Piloto"
541,235,2025,5,0,0,4,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,,,,,,"Piloto"
542,223,2025,5,0,0,1,0,0,0,0,0,0,4,0,0,0,4,0,6,,,,,,,,,,,"Piloto"
543,224,2025,5,0,0,2,0,0,0,0,0,0,5,0,0,0,3,0,1,,,,,,,,,,,"Piloto"
544,215,2025,5,0,0,7,0,0,0,0,0,0,9,0,0,0,1,0,16,,,,,,,,,,,"Piloto"
545,216,2025,5,0,0,6,0,0,0,0,0,0,8,0,0,0,7,0,2,,,,,,,,,,,"Piloto"
546,219,2025,5,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,3,,,,,,,,,,,"Piloto"
547,220,2025,5,0,0,5,0,0,0,0,0,0,6,0,0,0,13,0,5,,,,,,,,,,,"Piloto"
548,234,2025,5,0,0,13,0,0,0,0,0,0,11,0,0,0,17,0,13,,,,,,,,,,,"Piloto"
549,233,2025,5,0,0,8,0,0,0,0,0,0,12,0,0,0,11,0,11,,,,,,,,,,,"Piloto"
550,232,2025,5,0,0,19,0,0,0,0,0,0,18,0,0,0,15,0,4,,,,,,,,,,,"Piloto"
551,229,2025,5,0,0,10,0,0,0,0,0,0,10,0,0,0,12,0,7,,,,,,,,,,,"Piloto"
552,226,2025,5,0,0,9,0,0,0,0,0,0,7,0,0,0,19,0,8,,,,,,,,,,,"Piloto"
553,230,2025,5,0,0,11,0,0,0,0,0,0,15,0,0,0,5,0,14,,,,,,,,,,,"Piloto"
554,221,2025,5,0,0,14,0,0,0,0,0,0,20,0,0,0,8,0,9,,,,,,,,,,,"Piloto"
555,222,2025,5,0,0,17,0,0,0,0,0,0,14,0,0,0,9,0,18,,,,,,,,,,,"Piloto"
556,231,2025,5,0,0,16,0,0,0,0,0,0,19,0,0,0,14,0,10,,,,,,,,,,,"Piloto"
361,210,2024,5,0,0,7,0,0,0,0,12,0,0,0,0,0,7,0,10,,,,,,,,,,,"Piloto"
362,190,2024,5,0,0,9,0,0,0,0,10,0,0,0,0,0,4,0,5,,,,,,,,,,,"Piloto"
363,195,2024,5,0,0,3,0,0,0,0,6,0,0,0,0,0,6,0,3,,,,,,,,,,,"Piloto"
364,206,2024,5,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,13,,,,,,,,,,,"Piloto"
365,191,2024,5,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,,"Piloto"
366,188,2024,5,0,0,10,0,0,0,0,3,0,0,0,0,0,2,0,6,,,,,,,,,,,"Piloto"
367,189,2024,5,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,2,,,,,,,,,,,"Piloto"
368,186,2024,5,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,7,,,,,,,,,,,"Piloto"
369,194,2024,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,"Piloto"
370,199,2024,5,0,0,19,0,0,0,0,11,0,0,0,0,0,15,0,16,,,,,,,,,,,"Piloto"
371,201,2024,5,0,0,16,0,0,0,0,18,0,0,0,0,0,17,0,20,,,,,,,,,,,"Piloto"
372,204,2024,5,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,12,,,,,,,,,,,"Piloto"
373,207,2024,5,0,0,18,0,0,0,0,16,0,0,0,0,0,13,0,14,,,,,,,,,,,"Piloto"
374,209,2024,5,0,0,14,0,0,0,0,9,0,0,0,0,0,12,0,17,,,,,,,,,,,"Piloto"
375,193,2024,5,0,0,11,0,0,0,0,15,0,0,0,0,0,11,0,11,,,,,,,,,,,"Piloto"
376,196,2024,5,0,0,0,0,0,0,0,17,0,0,0,0,0,14,0,19,,,,,,,,,,,"Piloto"
377,197,2024,5,0,0,17,0,0,0,0,19,0,0,0,0,0,16,0,18,,,,,,,,,,,"Piloto"
378,208,2024,5,0,0,13,0,0,0,0,14,0,0,0,0,0,10,0,15,,,,,,,,,,,"Piloto"
379,202,2024,5,0,0,12,0,0,0,0,7,0,0,0,0,0,9,0,9,,,,,,,,,,,"Piloto"
380,206,2024,6,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,,,,,,,,,,,"Piloto"
381,191,2024,6,0,0,5,0,0,0,0,7,0,0,0,0,0,1,0,1,,,,,,,,,,,"Piloto"
382,186,2024,6,0,0,14,0,0,0,0,2,0,0,0,0,0,3,0,2,,,,,,,,,,,"Piloto"
383,194,2024,6,0,0,2,0,0,0,0,5,0,0,0,0,0,5,0,19,,,,,,,,,,,"Piloto"
384,188,2024,6,0,0,12,0,0,0,0,4,0,0,0,0,0,7,0,8,,,,,,,,,,,"Piloto"
385,189,2024,6,0,0,7,0,0,0,0,3,0,0,0,0,0,6,0,6,,,,,,,,,,,"Piloto"
386,199,2024,6,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,5,,,,,,,,,,,"Piloto"
387,210,2024,6,0,0,16,0,0,0,0,11,0,0,0,0,0,19,0,4,,,,,,,,,,,"Piloto"
388,190,2024,6,0,0,13,0,0,0,0,10,0,0,0,0,0,4,0,7,,,,,,,,,,,"Piloto"
417,212,2024,7,0,0,15,0,0,0,0,15,0,0,0,0,0,16,0,10,,,,,,,,,,,"Piloto"
418,211,2024,7,0,0,12,0,0,0,0,7,0,0,0,0,0,18,0,12,,,,,,,,,,,"Piloto"
419,201,2024,7,0,0,16,0,0,0,0,14,0,0,0,0,0,17,0,14,,,,,,,,,,,"Piloto"
420,189,2024,8,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,,"Piloto"
421,204,2024,8,0,0,1,0,0,0,0,8,0,0,0,0,0,4,0,2,,,,,,,,,,,"Piloto"
422,186,2024,8,0,0,18,0,0,0,0,11,0,0,0,0,0,9,0,8,,,,,,,,,,,"Piloto"
423,194,2024,8,0,0,7,0,0,0,0,7,0,0,0,0,0,6,0,7,,,,,,,,,,,"Piloto"
424,188,2024,8,0,0,19,0,0,0,0,3,0,0,0,0,0,2,0,6,,,,,,,,,,,"Piloto"
425,206,2024,8,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,3,,,,,,,,,,,"Piloto"
426,199,2024,8,0,0,8,0,0,0,0,4,0,0,0,0,0,8,0,0,,,,,,,,,,,"Piloto"
427,210,2024,8,0,0,5,0,0,0,0,6,0,0,0,0,0,5,0,0,,,,,,,,,,,"Piloto"
428,190,2024,8,0,0,9,0,0,0,0,12,0,0,0,0,0,13,0,5,,,,,,,,,,,"Piloto"
429,195,2024,8,0,0,4,0,0,0,0,5,0,0,0,0,0,7,0,4,,,,,,,,,,,"Piloto"
430,208,2024,8,0,0,13,0,0,0,0,9,0,0,0,0,0,14,0,9,,,,,,,,,,,"Piloto"
431,214,2024,8,0,0,15,0,0,0,0,15,0,0,0,0,0,12,0,16,,,,,,,,,,,"Piloto"
432,211,2024,8,0,0,14,0,0,0,0,13,0,0,0,0,0,10,0,12,,,,,,,,,,,"Piloto"
433,201,2024,8,0,0,0,0,0,0,0,14,0,0,0,0,0,19,0,13,,,,,,,,,,,"Piloto"
434,209,2024,8,0,0,6,0,0,0,0,10,0,0,0,0,0,11,0,10,,,,,,,,,,,"Piloto"
435,193,2024,8,0,0,11,0,0,0,0,17,0,0,0,0,0,17,0,11,,,,,,,,,,,"Piloto"
436,196,2024,8,0,0,17,0,0,0,0,20,0,0,0,0,0,20,0,15,,,,,,,,,,,"Piloto"
437,197,2024,8,0,0,16,0,0,0,0,19,0,0,0,0,0,15,0,18,,,,,,,,,,,"Piloto"
