Id_Time,Id_Equipe,Id_Piloto,Status_Piloto,Ano_Jogo,Temporada,Tipo_Carreira
679,59,147,2,2022,4,"Piloto"
680,60,126,1,2022,4,"Piloto"
681,60,138,2,2022,4,"Piloto"
682,51,129,1,2022,5,"Piloto"
683,51,144,2,2022,5,"Piloto"
684,52,128,1,2022,5,"Piloto"
685,52,134,2,2022,5,"Piloto"
686,53,148,1,2022,5,"Piloto"
687,53,152,2,2022,5,"Piloto"
688,54,145,1,2022,5,"Piloto"
689,54,131,2,2022,5,"Piloto"
690,55,126,1,2022,5,"Piloto"
691,55,153,2,2022,5,"Piloto"
692,56,143,1,2022,5,"Piloto"
693,56,133,2,2022,5,"Piloto"
694,57,136,1,2022,5,"Piloto"
695,57,146,2,2022,5,"Piloto"
696,58,151,1,2022,5,"Piloto"
697,58,142,2,2022,5,"Piloto"
698,59,135,1,2022,5,"Piloto"
699,59,147,2,2022,5,"Piloto"
700,60,150,1,2022,5,"Piloto"
701,60,138,2,2022,5,"Piloto"
702,61,154,1,2023,1,"Piloto"
703,61,155,2,2023,1,"Piloto"
704,62,156,1,2023,1,"Piloto"
705,62,157,2,2023,1,"Piloto"
706,63,158,1,2023,1,"Piloto"
707,63,159,2,2023,1,"Piloto"
708,64,160,1,2023,1,"Piloto"
709,64,161,2,2023,1,"Piloto"
710,65,162,1,2023,1,"Piloto"
711,65,163,2,2023,1,"Piloto"
712,66,164,1,2023,1,"Piloto"
713,66,165,2,2023,1,"Piloto"
714,67,166,1,2023,1,"Piloto"
715,67,167,2,2023,1,"Piloto"
716,68,168,1,2023,1,"Piloto"
717,68,169,2,2023,1,"Piloto"
718,69,170,1,2023,1,"Piloto"
4,2,4,2,2017,1,"Piloto"
719,69,171,2,2023,1,"Piloto"
720,70,172,1,2023,1,"Piloto"
721,70,176,2,2023,1,"Piloto"
722,61,154,1,2023,2,"Piloto"
723,61,155,2,2023,2,"Piloto"
724,62,156,1,2023,2,"Piloto"
725,62,157,2,2023,2,"Piloto"
726,63,158,1,2023,2,"Piloto"
727,63,159,2,2023,2,"Piloto"
728,64,160,1,2023,2,"Piloto"
729,64,161,2,2023,2,"Piloto"
730,65,162,1,2023,2,"Piloto"
731,65,163,2,2023,2,"Piloto"
732,66,164,1,2023,2,"Piloto"
733,66,165,2,2023,2,"Piloto"
734,67,167,1,2023,2,"Piloto"
735,67,176,2,2023,2,"Piloto"
736,68,168,1,2023,2,"Piloto"
737,68,172,2,2023,2,"Piloto"
738,69,170,1,2023,2,"Piloto"
739,69,171,2,2023,2,"Piloto"
740,70,173,1,2023,2,"Piloto"
741,70,177,2,2023,2,"Piloto"
742,61,154,1,2023,3,"Piloto"
743,61,155,2,2023,3,"Piloto"
744,62,156,1,2023,3,"Piloto"
745,62,157,2,2023,3,"Piloto"
746,63,158,1,2023,3,"Piloto"
747,63,159,2,2023,3,"Piloto"
748,64,160,1,2023,3,"Piloto"
749,64,161,2,2023,3,"Piloto"
750,65,162,1,2023,3,"Piloto"
751,65,163,2,2023,3,"Piloto"
752,66,164,1,2023,3,"Piloto"
753,66,165,2,2023,3,"Piloto"
754,67,167,1,2023,3,"Piloto"
755,67,176,2,2023,3,"Piloto"
756,68,168,1,2023,3,"Piloto"
757,68,172,2,2023,3,"Piloto"
758,69,170,1,2023,3,"Piloto"
759,69,171,2,2023,3,"Piloto"
760,70,173,1,2023,3,"Piloto"
761,70,177,2,2023,3,"Piloto"
762,61,154,1,2023,4,"Piloto"
763,61,155,2,2023,4,"Piloto"
764,62,156,1,2023,4,"Piloto"
765,62,157,2,2023,4,"Piloto"
766,63,162,1,2023,4,"Piloto"
767,63,159,2,2023,4,"Piloto"
768,64,160,1,2023,4,"Piloto"
769,64,161,2,2023,4,"Piloto"
770,65,178,1,2023,4,"Piloto"
771,65,163,2,2023,4,"Piloto"
772,66,164,1,2023,4,"Piloto"
773,66,165,2,2023,4,"Piloto"
774,67,167,1,2023,4,"Piloto"
775,67,176,2,2023,4,"Piloto"
776,68,168,1,2023,4,"Piloto"
777,68,172,2,2023,4,"Piloto"
778,69,170,1,2023,4,"Piloto"
779,69,171,2,2023,4,"Piloto"
780,70,173,1,2023,4,"Piloto"
781,70,177,2,2023,4,"Piloto"
782,61,154,1,2023,5,"Piloto"
783,61,155,2,2023,5,"Piloto"
784,62,156,1,2023,5,"Piloto"
785,62,157,2,2023,5,"Piloto"
786,63,162,1,2023,5,"Piloto"
787,63,159,2,2023,5,"Piloto"
788,64,160,1,2023,5,"Piloto"
789,64,161,2,2023,5,"Piloto"
790,65,178,1,2023,5,"Piloto"
791,65,163,2,2023,5,"Piloto"
792,66,164,1,2023,5,"Piloto"
793,66,165,2,2023,5,"Piloto"
794,67,167,1,2023,5,"Piloto"
795,67,176,2,2023,5,"Piloto"
796,68,168,1,2023,5,"Piloto"
797,68,172,2,2023,5,"Piloto"
798,69,170,1,2023,5,"Piloto"
799,69,171,2,2023,5,"Piloto"
800,70,173,1,2023,5,"Piloto"
801,70,177,2,2023,5,"Piloto"
5,3,5,1,2017,1,"Piloto"
802,61,154,1,2023,6,"Piloto"
803,61,155,2,2023,6,"Piloto"
804,62,156,1,2023,6,"Piloto"
805,62,163,2,2023,6,"Piloto"
806,63,162,1,2023,6,"Piloto"
807,63,159,2,2023,6,"Piloto"
808,64,160,1,2023,6,"Piloto"
809,64,161,2,2023,6,"Piloto"
810,65,178,1,2023,6,"Piloto"
811,65,171,2,2023,6,"Piloto"
812,66,180,1,2023,6,"Piloto"
813,66,165,2,2023,6,"Piloto"
814,67,167,1,2023,6,"Piloto"
815,67,176,2,2023,6,"Piloto"
816,68,168,1,2023,6,"Piloto"
817,68,181,2,2023,6,"Piloto"
818,69,170,1,2023,6,"Piloto"
819,69,172,2,2023,6,"Piloto"
820,70,173,1,2023,6,"Piloto"
821,70,177,2,2023,6,"Piloto"
822,61,176,1,2023,7,"Piloto"
823,61,159,2,2023,7,"Piloto"
824,62,156,1,2023,7,"Piloto"
825,62,163,2,2023,7,"Piloto"
826,63,162,1,2023,7,"Piloto"
827,63,180,2,2023,7,"Piloto"
828,64,160,1,2023,7,"Piloto"
829,64,161,2,2023,7,"Piloto"
830,65,178,1,2023,7,"Piloto"
831,65,171,2,2023,7,"Piloto"
832,66,181,1,2023,7,"Piloto"
833,66,165,2,2023,7,"Piloto"
834,67,167,1,2023,7,"Piloto"
835,67,172,2,2023,7,"Piloto"
836,68,168,1,2023,7,"Piloto"
837,68,183,2,2023,7,"Piloto"
838,69,170,1,2023,7,"Piloto"
839,69,179,2,2023,7,"Piloto"
840,70,173,1,2023,7,"Piloto"
841,70,177,2,2023,7,"Piloto"
842,61,176,1,2023,8,"Piloto"
843,61,180,2,2023,8,"Piloto"
844,62,156,1,2023,8,"Piloto"
845,62,163,2,2023,8,"Piloto"
846,63,162,1,2023,8,"Piloto"
847,63,172,2,2023,8,"Piloto"
848,64,160,1,2023,8,"Piloto"
849,64,179,2,2023,8,"Piloto"
850,65,178,1,2023,8,"Piloto"
851,65,171,2,2023,8,"Piloto"
852,66,185,1,2023,8,"Piloto"
853,66,165,2,2023,8,"Piloto"
854,67,167,1,2023,8,"Piloto"
855,67,181,2,2023,8,"Piloto"
856,68,168,1,2023,8,"Piloto"
857,68,183,2,2023,8,"Piloto"
858,69,170,1,2023,8,"Piloto"
859,69,182,2,2023,8,"Piloto"
860,70,173,1,2023,8,"Piloto"
861,70,177,2,2023,8,"Piloto"
862,81,186,1,2024,1,"Piloto"
863,81,187,2,2024,1,"Piloto"
864,82,188,1,2024,1,"Piloto"
865,82,189,2,2024,1,"Piloto"
866,83,190,1,2024,1,"Piloto"
867,83,191,2,2024,1,"Piloto"
868,84,192,1,2024,1,"Piloto"
869,84,193,2,2024,1,"Piloto"
870,85,194,1,2024,1,"Piloto"
871,85,195,2,2024,1,"Piloto"
872,86,196,1,2024,1,"Piloto"
873,86,206,2,2024,1,"Piloto"
874,87,198,1,2024,1,"Piloto"
875,87,199,2,2024,1,"Piloto"
876,88,200,1,2024,1,"Piloto"
877,88,201,2,2024,1,"Piloto"
878,89,203,1,2024,1,"Piloto"
879,89,202,2,2024,1,"Piloto"
880,90,204,1,2024,1,"Piloto"
881,90,205,2,2024,1,"Piloto"
882,81,186,1,2024,2,"Piloto"
883,81,194,2,2024,2,"Piloto"
884,82,188,1,2024,2,"Piloto"
6,3,6,2,2017,1,"Piloto"
885,82,189,2,2024,2,"Piloto"
886,83,190,1,2024,2,"Piloto"
887,83,191,2,2024,2,"Piloto"
888,84,192,1,2024,2,"Piloto"
889,84,193,2,2024,2,"Piloto"
890,85,187,1,2024,2,"Piloto"
891,85,195,2,2024,2,"Piloto"
892,86,196,1,2024,2,"Piloto"
893,86,197,2,2024,2,"Piloto"
894,87,198,1,2024,2,"Piloto"
895,87,206,2,2024,2,"Piloto"
896,88,199,1,2024,2,"Piloto"
897,88,201,2,2024,2,"Piloto"
898,89,203,1,2024,2,"Piloto"
899,89,202,2,2024,2,"Piloto"
900,90,204,1,2024,2,"Piloto"
901,90,205,2,2024,2,"Piloto"
902,81,186,1,2024,3,"Piloto"
903,81,194,2,2024,3,"Piloto"
904,82,188,1,2024,3,"Piloto"
905,82,189,2,2024,3,"Piloto"
906,83,190,1,2024,3,"Piloto"
907,83,191,2,2024,3,"Piloto"
908,84,192,1,2024,3,"Piloto"
909,84,193,2,2024,3,"Piloto"
910,85,187,1,2024,3,"Piloto"
911,85,195,2,2024,3,"Piloto"
912,86,196,1,2024,3,"Piloto"
913,86,197,2,2024,3,"Piloto"
914,87,198,1,2024,3,"Piloto"
915,87,206,2,2024,3,"Piloto"
916,88,199,1,2024,3,"Piloto"
917,88,201,2,2024,3,"Piloto"
918,89,208,1,2024,3,"Piloto"
919,89,202,2,2024,3,"Piloto"
920,90,204,1,2024,3,"Piloto"
921,90,207,2,2024,3,"Piloto"
922,81,186,1,2024,4,"Piloto"
923,81,194,2,2024,4,"Piloto"
924,82,188,1,2024,4,"Piloto"
925,82,189,2,2024,4,"Piloto"
926,83,190,1,2024,4,"Piloto"
927,83,191,2,2024,4,"Piloto"
928,84,209,1,2024,4,"Piloto"
929,84,193,2,2024,4,"Piloto"
930,85,187,1,2024,4,"Piloto"
931,85,195,2,2024,4,"Piloto"
932,86,196,1,2024,4,"Piloto"
933,86,197,2,2024,4,"Piloto"
934,87,192,1,2024,4,"Piloto"
935,87,206,2,2024,4,"Piloto"
936,88,199,1,2024,4,"Piloto"
937,88,201,2,2024,4,"Piloto"
938,89,208,1,2024,4,"Piloto"
939,89,202,2,2024,4,"Piloto"
940,90,204,1,2024,4,"Piloto"
941,90,207,2,2024,4,"Piloto"
942,81,186,1,2024,5,"Piloto"
943,81,194,2,2024,5,"Piloto"
944,82,188,1,2024,5,"Piloto"
945,82,189,2,2024,5,"Piloto"
946,83,206,1,2024,5,"Piloto"
947,83,191,2,2024,5,"Piloto"
948,84,209,1,2024,5,"Piloto"
949,84,193,2,2024,5,"Piloto"
950,85,190,1,2024,5,"Piloto"
951,85,195,2,2024,5,"Piloto"
952,86,196,1,2024,5,"Piloto"
953,86,197,2,2024,5,"Piloto"
954,87,192,1,2024,5,"Piloto"
955,87,210,2,2024,5,"Piloto"
956,88,199,1,2024,5,"Piloto"
957,88,201,2,2024,5,"Piloto"
958,89,208,1,2024,5,"Piloto"
959,89,202,2,2024,5,"Piloto"
960,90,204,1,2024,5,"Piloto"
961,90,207,2,2024,5,"Piloto"
962,81,186,1,2024,6,"Piloto"
963,81,194,2,2024,6,"Piloto"
964,82,188,1,2024,6,"Piloto"
965,82,189,2,2024,6,"Piloto"
966,83,206,1,2024,6,"Piloto"
967,83,191,2,2024,6,"Piloto"
7,4,7,1,2017,1,"Piloto"
968,84,209,1,2024,6,"Piloto"
969,84,193,2,2024,6,"Piloto"
970,85,190,1,2024,6,"Piloto"
971,85,195,2,2024,6,"Piloto"
972,86,196,1,2024,6,"Piloto"
973,86,197,2,2024,6,"Piloto"
974,87,199,1,2024,6,"Piloto"
975,87,210,2,2024,6,"Piloto"
976,88,211,1,2024,6,"Piloto"
977,88,201,2,2024,6,"Piloto"
978,89,208,1,2024,6,"Piloto"
979,89,202,2,2024,6,"Piloto"
980,90,204,1,2024,6,"Piloto"
981,90,207,2,2024,6,"Piloto"
982,81,186,1,2024,7,"Piloto"
983,81,194,2,2024,7,"Piloto"
984,82,188,1,2024,7,"Piloto"
985,82,189,2,2024,7,"Piloto"
986,83,206,1,2024,7,"Piloto"
987,83,204,2,2024,7,"Piloto"
988,84,209,1,2024,7,"Piloto"
989,84,193,2,2024,7,"Piloto"
990,85,190,1,2024,7,"Piloto"
991,85,195,2,2024,7,"Piloto"
992,86,196,1,2024,7,"Piloto"
993,86,197,2,2024,7,"Piloto"
994,87,199,1,2024,7,"Piloto"
995,87,210,2,2024,7,"Piloto"
996,88,211,1,2024,7,"Piloto"
997,88,201,2,2024,7,"Piloto"
998,89,208,1,2024,7,"Piloto"
999,89,202,2,2024,7,"Piloto"
1000,90,205,1,2024,7,"Piloto"
1001,90,212,2,2024,7,"Piloto"
1002,81,186,1,2024,8,"Piloto"
1003,81,194,2,2024,8,"Piloto"
1004,82,188,1,2024,8,"Piloto"
1005,82,206,2,2024,8,"Piloto"
1006,83,189,1,2024,8,"Piloto"
1007,83,204,2,2024,8,"Piloto"
1008,84,209,1,2024,8,"Piloto"
1009,84,193,2,2024,8,"Piloto"
1010,85,190,1,2024,8,"Piloto"
1011,85,195,2,2024,8,"Piloto"
1012,86,196,1,2024,8,"Piloto"
1013,86,197,2,2024,8,"Piloto"
1014,87,199,1,2024,8,"Piloto"
1015,87,210,2,2024,8,"Piloto"
1016,88,211,1,2024,8,"Piloto"
1017,88,201,2,2024,8,"Piloto"
1018,89,208,1,2024,8,"Piloto"
1019,89,214,2,2024,8,"Piloto"
1020,90,205,1,2024,8,"Piloto"
1021,90,212,2,2024,8,"Piloto"
1022,81,186,1,2024,9,"Piloto"
1023,81,194,2,2024,9,"Piloto"
1024,82,188,1,2024,9,"Piloto"
1025,82,206,2,2024,9,"Piloto"
1026,83,202,1,2024,9,"Piloto"
1027,83,204,2,2024,9,"Piloto"
1028,84,209,1,2024,9,"Piloto"
1029,84,193,2,2024,9,"Piloto"
1030,85,190,1,2024,9,"Piloto"
1031,85,195,2,2024,9,"Piloto"
1032,86,196,1,2024,9,"Piloto"
1033,86,197,2,2024,9,"Piloto"
1034,87,199,1,2024,9,"Piloto"
1035,87,210,2,2024,9,"Piloto"
1036,88,211,1,2024,9,"Piloto"
1037,88,201,2,2024,9,"Piloto"
1038,89,208,1,2024,9,"Piloto"
1039,89,214,2,2024,9,"Piloto"
1040,90,205,1,2024,9,"Piloto"
1041,90,212,2,2024,9,"Piloto"
1042,92,223,1,2025,1,"Piloto"
1043,92,224,2,2025,1,"Piloto"
1044,93,217,1,2025,1,"Piloto"
1045,93,218,2,2025,1,"Piloto"
1046,94,215,1,2025,1,"Piloto"
1047,94,216,2,2025,1,"Piloto"
1048,95,219,1,2025,1,"Piloto"
1049,95,220,2,2025,1,"Piloto"
1050,96,227,1,2025,1,"Piloto"
8,4,8,2,2017,1,"Piloto"
1051,96,228,2,2025,1,"Piloto"
1052,97,221,1,2025,1,"Piloto"
1053,97,222,2,2025,1,"Piloto"
1054,98,229,1,2025,1,"Piloto"
1055,98,230,2,2025,1,"Piloto"
1056,99,231,1,2025,1,"Piloto"
1057,99,232,2,2025,1,"Piloto"
1058,100,234,1,2025,1,"Piloto"
1059,100,233,2,2025,1,"Piloto"
1060,101,226,1,2025,1,"Piloto"
1061,101,235,2,2025,1,"Piloto"
1062,92,223,1,2025,2,"Piloto"
1063,92,224,2,2025,2,"Piloto"
1064,93,217,1,2025,2,"Piloto"
1065,93,218,2,2025,2,"Piloto"
1066,94,232,1,2025,2,"Piloto"
1067,94,225,2,2025,2,"Piloto"
1068,95,219,1,2025,2,"Piloto"
1069,95,220,2,2025,2,"Piloto"
1070,96,215,1,2025,2,"Piloto"
1071,96,228,2,2025,2,"Piloto"
1072,97,221,1,2025,2,"Piloto"
1073,97,222,2,2025,2,"Piloto"
1074,98,229,1,2025,2,"Piloto"
1075,98,230,2,2025,2,"Piloto"
1076,99,231,1,2025,2,"Piloto"
1077,99,236,2,2025,2,"Piloto"
1078,100,234,1,2025,2,"Piloto"
1079,100,233,2,2025,2,"Piloto"
1080,101,226,1,2025,2,"Piloto"
1081,101,235,2,2025,2,"Piloto"
1082,92,223,1,2025,3,"Piloto"
1083,92,224,2,2025,3,"Piloto"
1084,93,217,1,2025,3,"Piloto"
1085,93,235,2,2025,3,"Piloto"
1086,94,232,1,2025,3,"Piloto"
1087,94,225,2,2025,3,"Piloto"
1088,95,219,1,2025,3,"Piloto"
1089,95,220,2,2025,3,"Piloto"
1090,96,215,1,2025,3,"Piloto"
1091,96,216,2,2025,3,"Piloto"
1092,97,221,1,2025,3,"Piloto"
1093,97,222,2,2025,3,"Piloto"
1094,98,229,1,2025,3,"Piloto"
1095,98,230,2,2025,3,"Piloto"
1096,99,231,1,2025,3,"Piloto"
1097,99,236,2,2025,3,"Piloto"
1098,100,234,1,2025,3,"Piloto"
1099,100,233,2,2025,3,"Piloto"
1100,101,226,1,2025,3,"Piloto"
1101,101,228,2,2025,3,"Piloto"
1102,92,223,1,2025,4,"Piloto"
1103,92,224,2,2025,4,"Piloto"
1104,93,217,1,2025,4,"Piloto"
1105,93,235,2,2025,4,"Piloto"
1106,94,232,1,2025,4,"Piloto"
1107,94,229,2,2025,4,"Piloto"
1108,95,219,1,2025,4,"Piloto"
1109,95,220,2,2025,4,"Piloto"
1110,96,215,1,2025,4,"Piloto"
1111,96,216,2,2025,4,"Piloto"
1112,97,221,1,2025,4,"Piloto"
1113,97,222,2,2025,4,"Piloto"
1114,98,226,1,2025,4,"Piloto"
1115,98,230,2,2025,4,"Piloto"
1116,99,231,1,2025,4,"Piloto"
1117,99,236,2,2025,4,"Piloto"
1118,100,234,1,2025,4,"Piloto"
1119,100,233,2,2025,4,"Piloto"
1120,101,237,1,2025,4,"Piloto"
1121,101,228,2,2025,4,"Piloto"
1122,92,223,1,2025,5,"Piloto"
1123,92,224,2,2025,5,"Piloto"
1124,93,217,1,2025,5,"Piloto"
1125,93,235,2,2025,5,"Piloto"
1126,94,232,1,2025,5,"Piloto"
1127,94,229,2,2025,5,"Piloto"
1128,95,219,1,2025,5,"Piloto"
1129,95,220,2,2025,5,"Piloto"
1130,96,215,1,2025,5,"Piloto"
1131,96,216,2,2025,5,"Piloto"
1132,97,221,1,2025,5,"Piloto"
1133,97,222,2,2025,5,"Piloto"
9,5,9,1,2017,1,"Piloto"
1134,98,226,1,2025,5,"Piloto"
1135,98,230,2,2025,5,"Piloto"
1136,99,231,1,2025,5,"Piloto"
1137,99,236,2,2025,5,"Piloto"
